provider,principal_ref,email,last_activity
gcp,user:adel.farah@gov.ae,adel.farah@gov.ae,2026-07-01
aws,arn:aws:iam::111122223333:user/maha.sharma,maha.sharma2@gov.ae,2026-03-04
azure,maha.sharma2@gov.ae,maha.sharma2@gov.ae,2026-03-04
gcp,user:maha.sharma2@gov.ae,maha.sharma2@gov.ae,2026-03-04
aws,arn:aws:iam::111122223333:user/fatima.rahman,fatima.rahman@gov.ae,2026-06-26
gcp,user:fatima.rahman@gov.ae,fatima.rahman@gov.ae,2026-06-26
azure,hana.almansoori@gov.ae,hana.almansoori@gov.ae,2026-08-04
gcp,user:hana.almansoori@gov.ae,hana.almansoori@gov.ae,2026-08-04
azure,saeed.patel2@gov.ae,saeed.patel2@gov.ae,2026-08-31
gcp,user:saeed.patel2@gov.ae,saeed.patel2@gov.ae,2026-08-31
aws,arn:aws:iam::111122223333:user/fatima.haddad,fatima.haddad@gov.ae,2026-04-29
azure,fatima.haddad@gov.ae,fatima.haddad@gov.ae,2026-04-29
gcp,user:fatima.haddad@gov.ae,fatima.haddad@gov.ae,2026-04-29
aws,arn:aws:iam::111122223333:user/wei.aziz,wei.aziz2@gov.ae,2025-11-12
azure,wei.aziz2@gov.ae,wei.aziz2@gov.ae,2025-11-12
aws,arn:aws:iam::111122223333:user/huda.al.hashimi,huda.alhashimi@gov.ae,2026-03-31
azure,huda.alhashimi@gov.ae,huda.alhashimi@gov.ae,2026-03-31
aws,arn:aws:iam::111122223333:user/mei.osman,mei.osman2@gov.ae,2026-08-16
gcp,user:mei.osman2@gov.ae,mei.osman2@gov.ae,2026-08-16
aws,arn:aws:iam::111122223333:user/noah.al.marri,noah.almarri2@gov.ae,2026-07-14
azure,noah.almarri2@gov.ae,noah.almarri2@gov.ae,2026-07-14
azure,shaikha.almarri@gov.ae,shaikha.almarri@gov.ae,2026-07-02
gcp,user:shaikha.almarri@gov.ae,shaikha.almarri@gov.ae,2026-07-02
aws,arn:aws:iam::111122223333:user/layla.johnson,layla.johnson@gov.ae,2026-07-10
azure,layla.johnson@gov.ae,layla.johnson@gov.ae,2026-07-10
gcp,user:layla.johnson@gov.ae,layla.johnson@gov.ae,2026-07-10
aws,arn:aws:iam::111122223333:user/emma.habib,emma.habib@gov.ae,2026-05-22
azure,emma.habib@gov.ae,emma.habib@gov.ae,2026-05-22
aws,arn:aws:iam::111122223333:user/fatima.ibrahim,fatima.ibrahim@gov.ae,2026-06-23
azure,fatima.ibrahim@gov.ae,fatima.ibrahim@gov.ae,2026-06-23
azure,fatima.farah@gov.ae,fatima.farah@gov.ae,2026-07-13
aws,arn:aws:iam::111122223333:user/khalid.patel,khalid.patel2@gov.ae,2026-08-22
azure,khalid.patel2@gov.ae,khalid.patel2@gov.ae,2026-08-22
gcp,user:khalid.patel2@gov.ae,khalid.patel2@gov.ae,2026-08-22
aws,arn:aws:iam::111122223333:user/omar.farah,omar.farah2@gov.ae,2026-06-28
azure,omar.farah2@gov.ae,omar.farah2@gov.ae,2026-06-28
gcp,user:omar.farah2@gov.ae,omar.farah2@gov.ae,2026-06-28
aws,arn:aws:iam::111122223333:user/wafa.chen,wafa.chen2@gov.ae,2026-07-10
aws,arn:aws:iam::111122223333:user/wafa.al.nuaimi,wafa.alnuaimi@gov.ae,2026-08-08
azure,wafa.alnuaimi@gov.ae,wafa.alnuaimi@gov.ae,2026-08-08
azure,nasser.nassar@gov.ae,nasser.nassar@gov.ae,2026-07-23
gcp,user:nasser.nassar@gov.ae,nasser.nassar@gov.ae,2026-07-23
aws,arn:aws:iam::111122223333:user/majid.al.nuaimi,majid.alnuaimi3@gov.ae,2026-03-28
azure,majid.alnuaimi3@gov.ae,majid.alnuaimi3@gov.ae,2026-03-28
gcp,user:majid.alnuaimi3@gov.ae,majid.alnuaimi3@gov.ae,2026-03-28
azure,dana.haddad@gov.ae,dana.haddad@gov.ae,2026-07-24
gcp,user:dana.haddad@gov.ae,dana.haddad@gov.ae,2026-07-24
aws,arn:aws:iam::111122223333:user/adel.ibrahim,adel.ibrahim@gov.ae,2026-08-15
azure,adel.ibrahim@gov.ae,adel.ibrahim@gov.ae,2026-08-15
gcp,user:adel.ibrahim@gov.ae,adel.ibrahim@gov.ae,2026-08-15
aws,arn:aws:iam::111122223333:user/sofia.farah,sofia.farah@gov.ae,2026-08-24
azure,sofia.farah@gov.ae,sofia.farah@gov.ae,2026-08-24
gcp,user:sofia.farah@gov.ae,sofia.farah@gov.ae,2026-08-24
aws,arn:aws:iam::111122223333:user/shaikha.al.suwaidi,shaikha.alsuwaidi@gov.ae,2026-07-15
azure,shaikha.alsuwaidi@gov.ae,shaikha.alsuwaidi@gov.ae,2026-07-15
gcp,user:shaikha.alsuwaidi@gov.ae,shaikha.alsuwaidi@gov.ae,2026-07-15
aws,arn:aws:iam::111122223333:user/faisal.rahman,faisal.rahman@gov.ae,2026-06-23
aws,arn:aws:iam::111122223333:user/adel.qureshi,adel.qureshi@gov.ae,2025-11-26
azure,adel.qureshi@gov.ae,adel.qureshi@gov.ae,2025-11-26
aws,arn:aws:iam::111122223333:user/adel.al.nuaimi,adel.alnuaimi@gov.ae,2025-11-24
azure,adel.alnuaimi@gov.ae,adel.alnuaimi@gov.ae,2025-11-24
gcp,user:adel.alnuaimi@gov.ae,adel.alnuaimi@gov.ae,2025-11-24
aws,arn:aws:iam::111122223333:user/aisha.al.suwaidi,aisha.alsuwaidi2@gov.ae,2026-08-25
azure,aisha.alsuwaidi2@gov.ae,aisha.alsuwaidi2@gov.ae,2026-08-25
gcp,user:aisha.alsuwaidi2@gov.ae,aisha.alsuwaidi2@gov.ae,2026-08-25
gcp,user:fatima.almansoori@gov.ae,fatima.almansoori@gov.ae,2026-07-14
aws,arn:aws:iam::111122223333:user/saeed.al.suwaidi,saeed.alsuwaidi@gov.ae,2026-07-10
azure,saeed.alsuwaidi@gov.ae,saeed.alsuwaidi@gov.ae,2026-07-10
aws,arn:aws:iam::111122223333:user/zayed.zaman,zayed.zaman2@gov.ae,2026-02-23
gcp,user:zayed.zaman2@gov.ae,zayed.zaman2@gov.ae,2026-02-23
aws,arn:aws:iam::111122223333:user/maha.farah,maha.farah2@gov.ae,2026-07-19
azure,maha.farah2@gov.ae,maha.farah2@gov.ae,2026-07-19
aws,arn:aws:iam::111122223333:user/emma.farah,emma.farah@gov.ae,2026-08-10
azure,emma.farah@gov.ae,emma.farah@gov.ae,2026-08-10
gcp,user:emma.farah@gov.ae,emma.farah@gov.ae,2026-08-10
aws,arn:aws:iam::111122223333:user/noura.al.marri,noura.almarri2@gov.ae,2026-07-07
gcp,user:noura.almarri2@gov.ae,noura.almarri2@gov.ae,2026-07-07
aws,arn:aws:iam::111122223333:user/noura.haddad,noura.haddad@gov.ae,2026-08-24
gcp,user:noura.haddad@gov.ae,noura.haddad@gov.ae,2026-08-24
gcp,user:faisal.chen@gov.ae,faisal.chen@gov.ae,2026-08-01
azure,yousef.osman@gov.ae,yousef.osman@gov.ae,2026-08-25
gcp,user:yousef.osman@gov.ae,yousef.osman@gov.ae,2026-08-25
azure,nasser.johnson2@gov.ae,nasser.johnson2@gov.ae,2026-07-25
gcp,user:nasser.johnson2@gov.ae,nasser.johnson2@gov.ae,2026-07-25
azure,faisal.nassar@gov.ae,faisal.nassar@gov.ae,2026-03-09
gcp,user:faisal.nassar@gov.ae,faisal.nassar@gov.ae,2026-03-09
aws,arn:aws:iam::111122223333:user/maha.aziz,maha.aziz@gov.ae,2026-04-23
azure,maha.aziz@gov.ae,maha.aziz@gov.ae,2026-04-23
gcp,user:maha.aziz@gov.ae,maha.aziz@gov.ae,2026-04-23
aws,arn:aws:iam::111122223333:user/saeed.sharma,saeed.sharma@gov.ae,2026-07-27
azure,saeed.sharma@gov.ae,saeed.sharma@gov.ae,2026-07-27
gcp,user:saeed.sharma@gov.ae,saeed.sharma@gov.ae,2026-07-27
aws,arn:aws:iam::111122223333:user/wafa.kumar,wafa.kumar@gov.ae,2026-08-27
azure,wafa.kumar@gov.ae,wafa.kumar@gov.ae,2026-08-27
gcp,user:wafa.kumar@gov.ae,wafa.kumar@gov.ae,2026-08-27
azure,huda.ibrahim@gov.ae,huda.ibrahim@gov.ae,2026-08-14
gcp,user:huda.ibrahim@gov.ae,huda.ibrahim@gov.ae,2026-08-14
gcp,user:arun.alsuwaidi@gov.ae,arun.alsuwaidi@gov.ae,2026-07-15
aws,arn:aws:iam::111122223333:user/adel.osman,adel.osman@gov.ae,2026-08-01
azure,adel.osman@gov.ae,adel.osman@gov.ae,2026-08-01
azure,priya.albalushi@gov.ae,priya.albalushi@gov.ae,2025-12-12
gcp,user:priya.albalushi@gov.ae,priya.albalushi@gov.ae,2025-12-12
azure,noura.aziz@gov.ae,noura.aziz@gov.ae,2026-07-15
azure,tariq.farah@gov.ae,tariq.farah@gov.ae,2026-08-17
aws,arn:aws:iam::111122223333:user/hamdan.smith,hamdan.smith@gov.ae,2026-08-28
azure,hamdan.smith@gov.ae,hamdan.smith@gov.ae,2026-08-28
aws,arn:aws:iam::111122223333:user/mei.habib,mei.habib@gov.ae,2026-07-21
azure,mei.habib@gov.ae,mei.habib@gov.ae,2026-07-21
gcp,user:mei.habib@gov.ae,mei.habib@gov.ae,2026-07-21
aws,arn:aws:iam::111122223333:user/priya.al.mansoori,priya.almansoori@gov.ae,2026-07-30
azure,priya.almansoori@gov.ae,priya.almansoori@gov.ae,2026-07-30
gcp,user:priya.almansoori@gov.ae,priya.almansoori@gov.ae,2026-07-30
aws,arn:aws:iam::111122223333:user/arun.al.nuaimi,arun.alnuaimi@gov.ae,2026-09-02
gcp,user:arun.alnuaimi@gov.ae,arun.alnuaimi@gov.ae,2026-09-02
aws,arn:aws:iam::111122223333:user/majid.smith,majid.smith@gov.ae,2026-02-25
azure,majid.smith@gov.ae,majid.smith@gov.ae,2026-02-25
aws,arn:aws:iam::111122223333:user/fatima.kamal,fatima.kamal@gov.ae,2026-07-18
azure,fatima.kamal@gov.ae,fatima.kamal@gov.ae,2026-07-18
azure,reem.kumar@gov.ae,reem.kumar@gov.ae,2026-06-30
gcp,user:reem.kumar@gov.ae,reem.kumar@gov.ae,2026-06-30
azure,aisha.albalushi@gov.ae,aisha.albalushi@gov.ae,2026-08-29
gcp,user:aisha.albalushi@gov.ae,aisha.albalushi@gov.ae,2026-08-29
aws,arn:aws:iam::111122223333:user/dana.qureshi,dana.qureshi@gov.ae,2026-01-05
azure,dana.qureshi@gov.ae,dana.qureshi@gov.ae,2026-01-05
gcp,user:dana.qureshi@gov.ae,dana.qureshi@gov.ae,2026-01-05
aws,arn:aws:iam::111122223333:user/sultan.ibrahim,sultan.ibrahim@gov.ae,2026-08-18
azure,sultan.ibrahim@gov.ae,sultan.ibrahim@gov.ae,2026-08-18
gcp,user:sultan.ibrahim@gov.ae,sultan.ibrahim@gov.ae,2026-08-18
azure,khalid.rahman@gov.ae,khalid.rahman@gov.ae,2026-07-12
gcp,user:khalid.rahman@gov.ae,khalid.rahman@gov.ae,2026-07-12
azure,reem.almansoori2@gov.ae,reem.almansoori2@gov.ae,2026-04-14
aws,arn:aws:iam::111122223333:user/reem.silva,reem.silva@gov.ae,2026-08-06
gcp,user:nasser.khan@gov.ae,nasser.khan@gov.ae,2026-08-29
azure,sofia.nassar@gov.ae,sofia.nassar@gov.ae,2026-08-12
gcp,user:sofia.nassar@gov.ae,sofia.nassar@gov.ae,2026-08-12
aws,arn:aws:iam::111122223333:user/reem.khan,reem.khan@gov.ae,2026-07-25
azure,reem.khan@gov.ae,reem.khan@gov.ae,2026-07-25
aws,arn:aws:iam::111122223333:user/sofia.qureshi,sofia.qureshi@gov.ae,2026-07-27
azure,sofia.qureshi@gov.ae,sofia.qureshi@gov.ae,2026-07-27
gcp,user:sofia.qureshi@gov.ae,sofia.qureshi@gov.ae,2026-07-27
azure,khalid.saleh@gov.ae,khalid.saleh@gov.ae,2026-08-06
gcp,user:khalid.saleh@gov.ae,khalid.saleh@gov.ae,2026-08-06
aws,arn:aws:iam::111122223333:user/latifa.farah,latifa.farah@gov.ae,2026-09-04
aws,arn:aws:iam::111122223333:user/hamdan.farah,hamdan.farah3@gov.ae,2026-06-29
azure,hamdan.farah3@gov.ae,hamdan.farah3@gov.ae,2026-06-29
aws,arn:aws:iam::111122223333:user/adel.patel,adel.patel@gov.ae,2026-06-26
azure,adel.patel@gov.ae,adel.patel@gov.ae,2026-06-26
gcp,user:adel.patel@gov.ae,adel.patel@gov.ae,2026-06-26
gcp,user:mei.alhashimi@gov.ae,mei.alhashimi@gov.ae,2026-03-02
aws,arn:aws:iam::111122223333:user/dana.habib,dana.habib@gov.ae,2026-07-09
azure,dana.habib@gov.ae,dana.habib@gov.ae,2026-07-09
aws,arn:aws:iam::111122223333:user/liam.ibrahim,liam.ibrahim2@gov.ae,2026-06-30
azure,liam.ibrahim2@gov.ae,liam.ibrahim2@gov.ae,2026-06-30
gcp,user:liam.ibrahim2@gov.ae,liam.ibrahim2@gov.ae,2026-06-30
azure,dana.kumar2@gov.ae,dana.kumar2@gov.ae,2026-08-20
aws,arn:aws:iam::111122223333:user/liam.al.mansoori,liam.almansoori@gov.ae,2026-07-23
azure,liam.almansoori@gov.ae,liam.almansoori@gov.ae,2026-07-23
aws,arn:aws:iam::111122223333:user/latifa.qureshi,latifa.qureshi2@gov.ae,2026-08-28
azure,latifa.qureshi2@gov.ae,latifa.qureshi2@gov.ae,2026-08-28
aws,arn:aws:iam::111122223333:user/liam.habib,liam.habib@gov.ae,2026-07-09
azure,liam.habib@gov.ae,liam.habib@gov.ae,2026-07-09
gcp,user:liam.habib@gov.ae,liam.habib@gov.ae,2026-07-09
aws,arn:aws:iam::111122223333:user/fatima.farah,fatima.farah2@gov.ae,2025-12-18
azure,fatima.farah2@gov.ae,fatima.farah2@gov.ae,2025-12-18
gcp,user:fatima.farah2@gov.ae,fatima.farah2@gov.ae,2025-12-18
azure,huda.kumar2@gov.ae,huda.kumar2@gov.ae,2026-06-25
gcp,user:huda.kumar2@gov.ae,huda.kumar2@gov.ae,2026-06-25
azure,priya.zaman@gov.ae,priya.zaman@gov.ae,2026-08-26
gcp,user:priya.zaman@gov.ae,priya.zaman@gov.ae,2026-08-26
azure,rashid.aziz@gov.ae,rashid.aziz@gov.ae,2026-06-23
aws,arn:aws:iam::111122223333:user/reem.al.nuaimi,reem.alnuaimi@gov.ae,2026-09-06
azure,reem.alnuaimi@gov.ae,reem.alnuaimi@gov.ae,2026-09-06
gcp,user:reem.alnuaimi@gov.ae,reem.alnuaimi@gov.ae,2026-09-06
aws,arn:aws:iam::111122223333:user/fatima.osman,fatima.osman@gov.ae,2026-09-06
azure,fatima.osman@gov.ae,fatima.osman@gov.ae,2026-09-06
aws,arn:aws:iam::111122223333:user/salma.saleh,salma.saleh@gov.ae,2026-07-20
azure,salma.saleh@gov.ae,salma.saleh@gov.ae,2026-07-20
gcp,user:salma.saleh@gov.ae,salma.saleh@gov.ae,2026-07-20
gcp,user:aisha.chen@gov.ae,aisha.chen@gov.ae,2026-07-08
azure,james.aziz@gov.ae,james.aziz@gov.ae,2025-12-22
gcp,user:james.aziz@gov.ae,james.aziz@gov.ae,2025-12-22
azure,noah.rahman@gov.ae,noah.rahman@gov.ae,2026-07-26
gcp,user:noah.rahman@gov.ae,noah.rahman@gov.ae,2026-07-26
aws,arn:aws:iam::111122223333:user/majid.qureshi,majid.qureshi@gov.ae,2026-08-28
azure,majid.qureshi@gov.ae,majid.qureshi@gov.ae,2026-08-28
gcp,user:majid.qureshi@gov.ae,majid.qureshi@gov.ae,2026-08-28
aws,arn:aws:iam::111122223333:user/olivia.nassar,olivia.nassar@gov.ae,2026-07-25
azure,olivia.nassar@gov.ae,olivia.nassar@gov.ae,2026-07-25
aws,arn:aws:iam::111122223333:user/faisal.chen,faisal.chen2@gov.ae,2026-07-27
azure,faisal.chen2@gov.ae,faisal.chen2@gov.ae,2026-07-27
gcp,user:faisal.chen2@gov.ae,faisal.chen2@gov.ae,2026-07-27
aws,arn:aws:iam::111122223333:user/james.farah,james.farah@gov.ae,2025-12-26
azure,james.farah@gov.ae,james.farah@gov.ae,2025-12-26
gcp,user:james.farah@gov.ae,james.farah@gov.ae,2025-12-26
aws,arn:aws:iam::111122223333:user/noura.zaman,noura.zaman@gov.ae,2026-09-08
azure,noura.zaman@gov.ae,noura.zaman@gov.ae,2026-09-08
azure,sultan.patel@gov.ae,sultan.patel@gov.ae,2026-08-20
gcp,user:sultan.patel@gov.ae,sultan.patel@gov.ae,2026-08-20
aws,arn:aws:iam::111122223333:user/mariam.farah,mariam.farah@gov.ae,2026-06-03
azure,mariam.farah@gov.ae,mariam.farah@gov.ae,2026-06-03
gcp,user:mariam.farah@gov.ae,mariam.farah@gov.ae,2026-06-03
aws,arn:aws:iam::111122223333:user/hamdan.costa,hamdan.costa@gov.ae,2026-06-30
azure,hamdan.costa@gov.ae,hamdan.costa@gov.ae,2026-06-30
gcp,user:hamdan.costa@gov.ae,hamdan.costa@gov.ae,2026-06-30
aws,arn:aws:iam::111122223333:user/amal.al.mansoori,amal.almansoori@gov.ae,2026-08-29
azure,amal.almansoori@gov.ae,amal.almansoori@gov.ae,2026-08-29
gcp,user:amal.almansoori@gov.ae,amal.almansoori@gov.ae,2026-08-29
aws,arn:aws:iam::111122223333:user/reem.al.nuaimi,reem.alnuaimi2@gov.ae,2026-07-01
gcp,user:reem.alnuaimi2@gov.ae,reem.alnuaimi2@gov.ae,2026-07-01
aws,arn:aws:iam::111122223333:user/khalid.saleh,khalid.saleh2@gov.ae,2026-08-24
azure,khalid.saleh2@gov.ae,khalid.saleh2@gov.ae,2026-08-24
gcp,user:khalid.saleh2@gov.ae,khalid.saleh2@gov.ae,2026-08-24
aws,arn:aws:iam::111122223333:user/saeed.al.marri,saeed.almarri@gov.ae,2026-08-15
azure,saeed.almarri@gov.ae,saeed.almarri@gov.ae,2026-08-15
gcp,user:saeed.almarri@gov.ae,saeed.almarri@gov.ae,2026-08-15
aws,arn:aws:iam::111122223333:user/james.kamal,james.kamal@gov.ae,2026-07-03
azure,james.kamal@gov.ae,james.kamal@gov.ae,2026-07-03
gcp,user:james.kamal@gov.ae,james.kamal@gov.ae,2026-07-03
aws,arn:aws:iam::111122223333:user/faisal.smith,faisal.smith@gov.ae,2026-07-08
azure,faisal.smith@gov.ae,faisal.smith@gov.ae,2026-07-08
aws,arn:aws:iam::111122223333:user/arun.sharma,arun.sharma2@gov.ae,2026-07-18
azure,arun.sharma2@gov.ae,arun.sharma2@gov.ae,2026-07-18
gcp,user:arun.sharma2@gov.ae,arun.sharma2@gov.ae,2026-07-18
aws,arn:aws:iam::111122223333:user/bilal.costa,bilal.costa@gov.ae,2026-07-31
gcp,user:bilal.costa@gov.ae,bilal.costa@gov.ae,2026-07-31
aws,arn:aws:iam::111122223333:user/latifa.kumar,latifa.kumar@gov.ae,2026-07-31
azure,latifa.kumar@gov.ae,latifa.kumar@gov.ae,2026-07-31
gcp,user:latifa.kumar@gov.ae,latifa.kumar@gov.ae,2026-07-31
aws,arn:aws:iam::111122223333:user/ahmad.nassar,ahmad.nassar2@gov.ae,2026-07-12
azure,ahmad.nassar2@gov.ae,ahmad.nassar2@gov.ae,2026-07-12
aws,arn:aws:iam::111122223333:user/wafa.smith,wafa.smith@gov.ae,2026-08-28
azure,wafa.smith@gov.ae,wafa.smith@gov.ae,2026-08-28
gcp,user:wafa.smith@gov.ae,wafa.smith@gov.ae,2026-08-28
aws,arn:aws:iam::111122223333:user/liam.osman,liam.osman@gov.ae,2026-08-08
azure,liam.osman@gov.ae,liam.osman@gov.ae,2026-08-08
aws,arn:aws:iam::111122223333:user/rashid.wang,rashid.wang@gov.ae,2026-01-21
azure,rashid.wang@gov.ae,rashid.wang@gov.ae,2026-01-21
aws,arn:aws:iam::111122223333:user/dana.kumar,dana.kumar3@gov.ae,2026-07-18
aws,arn:aws:iam::111122223333:user/mei.silva,mei.silva@gov.ae,2026-02-26
gcp,user:mei.silva@gov.ae,mei.silva@gov.ae,2026-02-26
aws,arn:aws:iam::111122223333:user/mariam.ibrahim,mariam.ibrahim2@gov.ae,2026-06-25
azure,mariam.ibrahim2@gov.ae,mariam.ibrahim2@gov.ae,2026-06-25
gcp,user:mariam.ibrahim2@gov.ae,mariam.ibrahim2@gov.ae,2026-06-25
aws,arn:aws:iam::111122223333:user/nasser.sharma,nasser.sharma@gov.ae,2026-09-06
azure,nasser.sharma@gov.ae,nasser.sharma@gov.ae,2026-09-06
gcp,user:amal.rahman@gov.ae,amal.rahman@gov.ae,2026-08-21
azure,majid.smith2@gov.ae,majid.smith2@gov.ae,2026-09-08
gcp,user:majid.smith2@gov.ae,majid.smith2@gov.ae,2026-09-08
azure,noura.osman2@gov.ae,noura.osman2@gov.ae,2026-07-26
gcp,user:noura.osman2@gov.ae,noura.osman2@gov.ae,2026-07-26
aws,arn:aws:iam::111122223333:user/huda.chen,huda.chen@gov.ae,2026-06-29
gcp,user:huda.chen@gov.ae,huda.chen@gov.ae,2026-06-29
aws,arn:aws:iam::111122223333:user/mei.sharma,mei.sharma@gov.ae,2026-07-29
azure,mei.sharma@gov.ae,mei.sharma@gov.ae,2026-07-29
gcp,user:mei.sharma@gov.ae,mei.sharma@gov.ae,2026-07-29
gcp,user:wafa.wang@gov.ae,wafa.wang@gov.ae,2026-07-20
azure,noah.kumar@gov.ae,noah.kumar@gov.ae,2026-03-01
gcp,user:noah.kumar@gov.ae,noah.kumar@gov.ae,2026-03-01
aws,arn:aws:iam::111122223333:user/wei.silva,wei.silva@gov.ae,2025-11-27
azure,wei.silva@gov.ae,wei.silva@gov.ae,2025-11-27
aws,arn:aws:iam::111122223333:user/maha.al.suwaidi,maha.alsuwaidi@gov.ae,2026-01-30
azure,maha.alsuwaidi@gov.ae,maha.alsuwaidi@gov.ae,2026-01-30
gcp,user:maha.alsuwaidi@gov.ae,maha.alsuwaidi@gov.ae,2026-01-30
aws,arn:aws:iam::111122223333:user/hamdan.zaman,hamdan.zaman@gov.ae,2026-08-04
gcp,user:hamdan.zaman@gov.ae,hamdan.zaman@gov.ae,2026-08-04
azure,emma.osman2@gov.ae,emma.osman2@gov.ae,2026-09-02
gcp,user:emma.osman2@gov.ae,emma.osman2@gov.ae,2026-09-02
aws,arn:aws:iam::111122223333:user/mariam.aziz,mariam.aziz@gov.ae,2026-07-17
gcp,user:mariam.aziz@gov.ae,mariam.aziz@gov.ae,2026-07-17
aws,arn:aws:iam::111122223333:user/liam.saleh,liam.saleh@gov.ae,2026-07-28
azure,liam.saleh@gov.ae,liam.saleh@gov.ae,2026-07-28
gcp,user:liam.saleh@gov.ae,liam.saleh@gov.ae,2026-07-28
aws,arn:aws:iam::111122223333:role/svc-billing-sync-000,svc-billing-sync-000@service.gov.ae,2026-07-28
azure,svc-billing-sync-000@service.gov.ae,svc-billing-sync-000@service.gov.ae,2026-07-28
aws,arn:aws:iam::111122223333:role/svc-backup-001,svc-backup-001@service.gov.ae,2026-08-31
gcp,serviceAccount:svc-backup-001@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-001@service.gov.ae,2026-08-31
aws,arn:aws:iam::111122223333:role/svc-billing-sync-002,svc-billing-sync-002@service.gov.ae,2026-06-29
azure,svc-billing-sync-002@service.gov.ae,svc-billing-sync-002@service.gov.ae,2026-06-29
azure,svc-backup-003@service.gov.ae,svc-backup-003@service.gov.ae,2026-07-27
gcp,serviceAccount:svc-backup-003@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-003@service.gov.ae,2026-07-27
aws,arn:aws:iam::111122223333:role/svc-monitoring-004,svc-monitoring-004@service.gov.ae,2026-06-21
azure,svc-monitoring-004@service.gov.ae,svc-monitoring-004@service.gov.ae,2026-06-21
gcp,serviceAccount:svc-monitoring-004@gov-gcp-prod.iam.gserviceaccount.com,svc-monitoring-004@service.gov.ae,2026-06-21
azure,svc-etl-005@service.gov.ae,svc-etl-005@service.gov.ae,2025-11-17
gcp,serviceAccount:svc-etl-005@gov-gcp-prod.iam.gserviceaccount.com,svc-etl-005@service.gov.ae,2025-11-17
aws,arn:aws:iam::111122223333:role/svc-vm-agent-006,svc-vm-agent-006@service.gov.ae,2026-01-10
gcp,serviceAccount:svc-vm-agent-006@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-006@service.gov.ae,2026-01-10
aws,arn:aws:iam::111122223333:role/svc-etl-007,svc-etl-007@service.gov.ae,2026-08-14
azure,svc-etl-007@service.gov.ae,svc-etl-007@service.gov.ae,2026-08-14
gcp,serviceAccount:svc-etl-007@gov-gcp-prod.iam.gserviceaccount.com,svc-etl-007@service.gov.ae,2026-08-14
aws,arn:aws:iam::111122223333:role/svc-backup-008,svc-backup-008@service.gov.ae,2026-09-03
aws,arn:aws:iam::111122223333:role/svc-etl-009,svc-etl-009@service.gov.ae,2025-09-07
azure,svc-etl-009@service.gov.ae,svc-etl-009@service.gov.ae,2025-09-07
aws,arn:aws:iam::111122223333:role/svc-backup-010,svc-backup-010@service.gov.ae,2026-03-06
azure,svc-backup-010@service.gov.ae,svc-backup-010@service.gov.ae,2026-03-06
aws,arn:aws:iam::111122223333:role/svc-vm-agent-011,svc-vm-agent-011@service.gov.ae,2026-08-06
azure,svc-vm-agent-011@service.gov.ae,svc-vm-agent-011@service.gov.ae,2026-08-06
gcp,serviceAccount:svc-vm-agent-011@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-011@service.gov.ae,2026-08-06
aws,arn:aws:iam::111122223333:role/svc-ci-012,svc-ci-012@service.gov.ae,2026-07-31
azure,svc-ci-012@service.gov.ae,svc-ci-012@service.gov.ae,2026-07-31
gcp,serviceAccount:svc-ci-012@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-012@service.gov.ae,2026-07-31
aws,arn:aws:iam::111122223333:role/svc-vm-agent-013,svc-vm-agent-013@service.gov.ae,2026-06-24
azure,svc-vm-agent-013@service.gov.ae,svc-vm-agent-013@service.gov.ae,2026-06-24
gcp,serviceAccount:svc-vm-agent-013@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-013@service.gov.ae,2026-06-24
aws,arn:aws:iam::111122223333:role/svc-vm-agent-014,svc-vm-agent-014@service.gov.ae,2026-06-22
azure,svc-vm-agent-014@service.gov.ae,svc-vm-agent-014@service.gov.ae,2026-06-22
azure,svc-vm-agent-015@service.gov.ae,svc-vm-agent-015@service.gov.ae,2026-07-09
gcp,serviceAccount:svc-vm-agent-015@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-015@service.gov.ae,2026-07-09
aws,arn:aws:iam::111122223333:role/svc-etl-016,svc-etl-016@service.gov.ae,2026-07-20
azure,svc-etl-016@service.gov.ae,svc-etl-016@service.gov.ae,2026-07-20
aws,arn:aws:iam::111122223333:role/svc-reporting-017,svc-reporting-017@service.gov.ae,2026-07-25
azure,svc-reporting-017@service.gov.ae,svc-reporting-017@service.gov.ae,2026-07-25
gcp,serviceAccount:svc-reporting-017@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-017@service.gov.ae,2026-07-25
azure,svc-data-pipeline-018@service.gov.ae,svc-data-pipeline-018@service.gov.ae,2026-09-05
aws,arn:aws:iam::111122223333:role/svc-ci-019,svc-ci-019@service.gov.ae,2026-05-18
azure,svc-ci-019@service.gov.ae,svc-ci-019@service.gov.ae,2026-05-18
gcp,serviceAccount:svc-ci-019@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-019@service.gov.ae,2026-05-18
aws,arn:aws:iam::111122223333:role/svc-vm-agent-020,svc-vm-agent-020@service.gov.ae,2026-07-26
azure,svc-vm-agent-020@service.gov.ae,svc-vm-agent-020@service.gov.ae,2026-07-26
